ISO3,score_2012,country,score_2022,delta,rank_2012,rank_2022,rank_delta
ATG,0.017699115044247787,Antigua and Barbuda,0.004424778761061947,-0.01327433628318584,137.0,176.0,-39.0
TCA,0.017699115044247787,Turks and Caicos Islands,0.004424778761061947,-0.01327433628318584,137.0,176.0,-39.0
ZWE,0.017699115044247787,Zimbabwe,0.004424778761061947,-0.01327433628318584,137.0,176.0,-39.0
MYT,0.01327433628318584,Mayotte,0.0,-0.01327433628318584,152.0,200.0,-48.0
STP,0.01327433628318584,Sao Tome and Principe,0.0,-0.01327433628318584,152.0,200.0,-48.0
WSM,0.01327433628318584,Samoa,0.0,-0.01327433628318584,152.0,200.0,-48.0
JPN,0.5398230088495575,Japan,0.5221238938053098,-0.017699115044247704,9.0,16.0,-7.0
SYR,0.061946902654867256,Syria,0.04424778761061947,-0.017699115044247787,86.0,107.0,-21.0
GAB,0.04424778761061947,Gabon,0.02654867256637168,-0.017699115044247787,99.0,128.0,-29.0
LBY,0.030973451327433628,Libya,0.01327433628318584,-0.017699115044247787,120.0,149.0,-29.0
ANT,0.017699115044247787,Netherlands Antilles,0.0,-0.017699115044247787,137.0,200.0,-63.0
NCL,0.017699115044247787,New Caledonia,0.0,-0.017699115044247787,137.0,200.0,-63.0
PAK,0.6991150442477876,Pakistan,0.6814159292035398,-0.017699115044247815,6.0,7.0,-1.0
BTN,0.035398230088495575,Bhutan,0.01327433628318584,-0.022123893805309734,113.0,149.0,-36.0
ASM,0.022123893805309734,American Samoa,0.0,-0.022123893805309734,126.0,200.0,-74.0
BOL,0.05309734513274336,Bolivia,0.02654867256637168,-0.02654867256637168,93.0,128.0,-35.0
AND,0.04424778761061947,Andorra,0.017699115044247787,-0.02654867256637168,99.0,138.0,-39.0
TGO,0.0752212389380531,Togo,0.048672566371681415,-0.026548672566371688,72.0,102.0,-30.0
CHN,0.7964601769911505,China,0.7699115044247787,-0.026548672566371723,4.0,4.0,0.0
SGP,0.3495575221238938,Singapore,0.3185840707964602,-0.03097345132743362,23.0,27.0,-4.0
ZAF,0.28761061946902655,South Africa,0.25663716814159293,-0.03097345132743362,28.0,35.0,-7.0
CHE,0.24336283185840707,Switzerland,0.21238938053097345,-0.03097345132743362,33.0,44.0,-11.0
PRK,0.03982300884955752,"Korea, Democratic People’s Republic",0.008849557522123894,-0.030973451327433628,108.0,163.0,-55.0
CPV,0.035398230088495575,Cabo Verde,0.004424778761061947,-0.030973451327433628,113.0,176.0,-63.0
USA,0.8539823008849557,United States,0.8230088495575221,-0.030973451327433676,2.0,2.0,0.0
VCT,0.048672566371681415,Saint Vincent and the Grenadines,0.01327433628318584,-0.035398230088495575,96.0,149.0,-53.0
YEM,0.04424778761061947,Yemen,0.008849557522123894,-0.035398230088495575,99.0,163.0,-64.0
NER,0.05752212389380531,Niger,0.01327433628318584,-0.04424778761061947,89.0,149.0,-60.0
THA,0.8628318584070797,Thailand,0.8185840707964601,-0.04424778761061954,1.0,3.0,-2.0
VNM,0.6991150442477876,Vietnam,0.6371681415929203,-0.06194690265486724,6.0,8.0,-2.0
NAM,0.18584070796460178,Namibia,0.11946902654867256,-0.06637168141592922,42.0,70.0,-28.0
ARG,0.3230088495575221,Argentina,0.252212389380531,-0.07079646017699115,25.0,37.0,-12.0
HKG,0.2920353982300885,"China, Hong Kong SAR",0.21238938053097345,-0.07964601769911506,27.0,44.0,-17.0
KWT,0.23893805309734512,Kuwait,0.14601769911504425,-0.09292035398230086,36.0,61.0,-25.0
URY,0.4424778761061947,Uruguay,0.3185840707964602,-0.12389380530973454,17.0,27.0,-10.0
EGY,0.37168141592920356,Egypt,0.21238938053097345,-0.15929203539823011,20.0,44.0,-24.0
