ISO3,country,degree_centrality,in_degree_centrality,out_degree_centrality,betweenness,betweenness_weighted,strength_out,strength_in
TUV,Tuvalu,0.030973451327433628,0.030973451327433628,0.0,0.0,0.0,0.0,1505.76045
VCT,Saint Vincent and the Grenadines,0.07964601769911504,0.0663716814159292,0.01327433628318584,0.00013469293473498115,0.0043461160275319564,86.750839,531.41139228
VUT,Vanuatu,0.05309734513274336,0.03982300884955752,0.01327433628318584,8.593684117785568e-05,1.9665683382497542e-05,229.906635,15548.812855
HTI,Haiti,0.10619469026548672,0.08407079646017698,0.022123893805309734,8.929990527945645e-05,0.008593903638151426,396.678971,1179087.2783569999
BLZ,Belize,0.07964601769911504,0.061946902654867256,0.017699115044247787,0.00010915699706414957,0.02151425762045231,108.272251,1320.2667916
BRB,Barbados,0.11504424778761062,0.09292035398230089,0.022123893805309734,0.00022349120899550312,0.0,1.507727,6121.76914039
BMU,Bermuda,0.061946902654867256,0.05752212389380531,0.004424778761061947,3.191069476228032e-05,0.0,0.02329,1976.2189064999998
DMA,Dominica,0.0752212389380531,0.061946902654867256,0.01327433628318584,8.23589643005591e-05,0.0,5.306273999999999,1686.6845539
DZA,Algeria,0.08407079646017698,0.07079646017699115,0.01327433628318584,2.722348668774571e-05,0.0,82.578982,340443.4805
FLK,Falkland Islands (Malvinas),0.01327433628318584,0.008849557522123894,0.004424778761061947,0.0,0.0,0.21295,4.0190209999999995
FRO,Faeroe Islands,0.022123893805309734,0.017699115044247787,0.004424778761061947,2.9264409795383247e-06,0.0,0.244302,1384.5066129999998
GIB,Gibraltar,0.04424778761061947,0.03982300884955752,0.004424778761061947,3.651912836026801e-06,0.0,0.13442,695.175075
GRD,Grenada,0.05752212389380531,0.05309734513274336,0.004424778761061947,1.7746475122019655e-05,0.004326450344149459,439.485,1397.7950268
NRU,Nauru,0.017699115044247787,0.017699115044247787,0.0,0.0,0.0,0.0,477.16978600000004
SHN,Saint Helena,0.01327433628318584,0.01327433628318584,0.0,0.0,0.0,0.0,231.063234
SXM,Sint Maarten (Dutch part),0.04424778761061947,0.035398230088495575,0.008849557522123894,7.737232788628632e-06,0.0,4.502713,7085.842256
UMI,United States Minor Outlying Islands,0.004424778761061947,0.004424778761061947,0.0,0.0,0.0,0.0,5.779
LAO,Lao PDR,0.18584070796460178,0.05752212389380531,0.12831858407079647,0.0022277374177275895,0.0,158553.754473,127761.9874425
LCA,Saint Lucia,0.07079646017699115,0.0663716814159292,0.004424778761061947,0.004526732298395111,0.004365781710914454,0.050858,3277.8172877399998
NPL,Nepal,0.12831858407079647,0.07964601769911504,0.048672566371681415,0.0003496217307591722,0.0,239.83437959999998,1070081.570242926
TCA,Turks and Caicos Islands,0.022123893805309734,0.017699115044247787,0.004424778761061947,0.0,0.0,33.655,10644.885258
CCK,Cocos Islands,0.004424778761061947,0.0,0.004424778761061947,0.0,0.0,0.77866,0.0
COK,Cook Islands,0.030973451327433628,0.030973451327433628,0.0,0.0,0.0,0.0,913.86092
