ISO3,country,degree_centrality,in_degree_centrality,out_degree_centrality,betweenness,betweenness_weighted,strength_out,strength_in
FIN,Finland,0.2345132743362832,0.15486725663716813,0.07964601769911504,0.0005708448573956353,0.004405113077679449,3887.2851107,128619.37797604
FJI,Fiji,0.17699115044247787,0.10176991150442477,0.0752212389380531,0.012545255023802531,0.020688298918387416,4116.8105007,78650.2112323
FRA,France,0.8672566371681416,0.33628318584070793,0.5309734513274336,0.042015557118450356,0.17089478859390364,301308.22722683003,1615686.51931667
GAB,Gabon,0.1415929203539823,0.09734513274336283,0.04424778761061947,0.0007573881654157407,0.0,503.2939877,256775.31979459
GBR,United Kingdom,0.827433628318584,0.3230088495575221,0.504424778761062,0.03650278713062351,0.04387413962635202,199170.2641289,1509506.25656926
GEO,Georgia,0.14601769911504425,0.1327433628318584,0.01327433628318584,0.00023401297332985172,0.0,119.23253,90960.65794357
GIN,Guinea,0.12389380530973451,0.11504424778761062,0.008849557522123894,5.80186645580349e-05,0.0,483.981,478175.8957248
GMB,Gambia,0.13716814159292035,0.13716814159292035,0.0,0.0,0.0,0.0,44211.15948437
GRC,Greece,0.43805309734513276,0.18141592920353983,0.25663716814159293,0.0037404931729293,0.005565388397246804,217265.7439324,118257.8460247
HKG,"China, Hong Kong SAR",0.4469026548672566,0.15486725663716813,0.2920353982300885,0.005105846591121464,0.008180924287118977,72525.76151589,1451313.4283368
HRV,Croatia,0.23008849557522124,0.1592920353982301,0.07079646017699115,0.0006238698760778887,0.00015732546705998033,1636.67752705,65047.1285195
HTI,Haiti,0.11061946902654868,0.09734513274336283,0.01327433628318584,0.0006806297968695213,0.0,143.904,945053.476681
IND,India,0.9601769911504424,0.1592920353982301,0.8008849557522124,0.028939062388964775,0.08774827925270404,17042105.1760206,23976.73979805
IRL,Ireland,0.3008849557522124,0.22566371681415928,0.0752212389380531,0.006483100323807235,0.004405113077679449,6150.953894,119401.4771825
IRQ,Iraq,0.11946902654867256,0.09292035398230089,0.02654867256637168,6.784245604905959e-05,0.0,417.053776,2867620.8775959997
ITA,Italy,1.0176991150442478,0.29646017699115046,0.7212389380530974,0.046614944127359385,0.23455260570304817,2787720.43274315,233580.21279655
JPN,Japan,0.6371681415929203,0.09734513274336283,0.5398230088495575,0.003497191614230225,0.014709931170108161,164527.66529033,2312354.9654375
KEN,Kenya,0.24336283185840707,0.15486725663716813,0.08849557522123894,0.006407979461950232,0.01710914454277286,3600.056458,636443.7623203
KGZ,Kyrgyzstan,0.11946902654867256,0.07079646017699115,0.048672566371681415,0.0011092727398450879,0.0,4835.4286765,43976.06017638
KOR,"Korea, Republic",0.6460176991150443,0.19469026548672566,0.45132743362831856,0.012612218601216483,0.0,27207.573324639998,393872.94082644
KWT,Kuwait,0.42920353982300885,0.1902654867256637,0.23893805309734512,0.004612440583657791,0.01303834808259587,32443.913070839997,1314575.73998155
LBN,Lebanon,0.5707964601769911,0.2079646017699115,0.36283185840707965,0.0077449883058063745,0.0,17686.003859655,212616.67892452
LBR,Liberia,0.1415929203539823,0.11504424778761062,0.02654867256637168,0.0002571635238180291,0.0,68.473314,324083.842493
LBY,Libya,0.1327433628318584,0.10176991150442477,0.030973451327433628,0.00016875752106637766,0.008770894788593903,2637.984337,581244.821762
LKA,Sri Lanka,0.41150442477876104,0.12831858407079647,0.2831858407079646,0.0016816309740213659,0.0,28726.235077239002,160732.911845992
MAR,Morocco,0.1902654867256637,0.10176991150442477,0.08849557522123894,0.00038265357316046657,0.0,9876.297937,38401.9332318
MDA,Moldova,0.16814159292035397,0.14601769911504425,0.022123893805309734,0.00018608926591835663,0.0,6.072321,30152.479086299998
MDG,Madagascar,0.16371681415929204,0.11946902654867256,0.04424778761061947,0.0006902439148809082,0.0,180.638126696,309094.45327054
MDV,Maldives,0.15486725663716813,0.1504424778761062,0.004424778761061947,0.0004122403027624384,0.0,12.448,64190.540258500005
MLI,Mali,0.12389380530973451,0.10176991150442477,0.022123893805309734,0.0002492029470414264,3.9331366764995083e-05,4987.966461,103009.17191915
MLT,Malta,0.12389380530973451,0.10619469026548672,0.017699115044247787,6.403188901114932e-05,0.0,279.533633,13428.67144223
MMR,Myanmar,0.3008849557522124,0.05752212389380531,0.24336283185840707,0.0003483116043741095,0.0,889300.980247,25954.468907000002
MOZ,Mozambique,0.22566371681415928,0.1902654867256637,0.035398230088495575,0.004958801591322104,0.026686332350049163,11286.23746,642658.57613644
MRT,Mauritania,0.11061946902654868,0.10619469026548672,0.004424778761061947,0.00029405468376596445,0.0,0.006,25964.152625
MWI,Malawi,0.13716814159292035,0.08407079646017698,0.05309734513274336,0.0002460129893249728,5.899705014749262e-05,4558.3299097,6888.31611966
MYS,Malaysia,0.3495575221238938,0.11946902654867256,0.23008849557522124,0.0013874707905394271,0.0,12102.128598,2790512.3964938
MYT,Mayotte,0.08407079646017698,0.07079646017699115,0.01327433628318584,2.236036666043511e-05,0.0,12.33559,65046.237495999994
NCL,New Caledonia,0.10176991150442477,0.08407079646017698,0.017699115044247787,0.00018113349062959187,0.0,231.56019062000001,12160.254319799998
NER,Niger,0.2743362831858407,0.2168141592920354,0.05752212389380531,0.01045730667004551,0.22204523107177973,22517.483,288863.7337452
NOR,Norway,0.3230088495575221,0.19911504424778761,0.12389380530973451,0.005917940520890852,0.004365781710914454,2373.1908442,133066.6085729
NZL,New Zealand,0.3274336283185841,0.17699115044247787,0.1504424778761062,0.01929805195814404,0.019508357915437563,4421.291786525,210841.2368871
OMN,Oman,0.23008849557522124,0.12389380530973451,0.10619469026548672,0.000686812144193436,0.000471976401179941,76662.50628100001,937976.000333359
PAN,Panama,0.2168141592920354,0.1415929203539823,0.0752212389380531,0.0013758947096481745,0.02176991150442478,3152.824496,51645.37225659
PHL,Philippines,0.29646017699115046,0.10176991150442477,0.19469026548672566,0.0012686259126250968,0.0006686332350049164,2437.2894279,5283787.05325146
QAT,Qatar,0.22566371681415928,0.16371681415929204,0.061946902654867256,0.000783401815814124,0.0,597.733829,593821.1340857
ROU,Romania,0.33185840707964603,0.1592920353982301,0.17256637168141592,0.002237385885202606,0.008888888888888889,34718.68290893,121295.22844334999
RUS,Russian Federation,0.3938053097345133,0.16371681415929204,0.23008849557522124,0.00956758387578991,0.03954768928220256,259953.65463876,607489.1688562
SAU,Saudi Arabia,0.33628318584070793,0.1592920353982301,0.17699115044247787,0.008017965581879795,0.013510324483775812,26888.627781,5593574.944057
SDN,Former Sudan,0.11061946902654868,0.11061946902654868,0.0,0.0,0.0,0.0,14934.70765573
SEN,Senegal,0.19911504424778761,0.1415929203539823,0.05752212389380531,0.0003719440073400423,0.0,6029.153491,349704.60678366
SGP,Singapore,0.5486725663716814,0.19911504424778761,0.3495575221238938,0.018527565879791135,0.03712881022615536,150152.76542893,1438620.54071958
SLE,Sierra Leone,0.0663716814159292,0.061946902654867256,0.004424778761061947,8.42982806582956e-06,0.0,0.016,248052.508905
SOM,Somalia,0.07079646017699115,0.061946902654867256,0.008849557522123894,0.0003000366600286239,1.9665683382497542e-05,40.039412999999996,297672.46741000004
STP,Sao Tome and Principe,0.07964601769911504,0.0663716814159292,0.01327433628318584,0.00011519586408516636,0.0,228.353,4564.6165247399995
SWE,Sweden,0.36283185840707965,0.21238938053097345,0.1504424778761062,0.006071129959112225,0.01319567354965585,8214.23017232,299436.8540095
SWZ,Eswatini,0.0752212389380531,0.061946902654867256,0.01327433628318584,1.2779203369748805e-05,0.00039331366764995085,8130.88743024,60067.2988935
SYC,Seychelles,0.2079646017699115,0.19469026548672566,0.01327433628318584,0.014327303846047582,0.01319567354965585,34.315796999999996,38539.0350297
SYR,Syria,0.19911504424778761,0.13716814159292035,0.061946902654867256,0.0007832107775662317,0.0002753195673549656,35656.939936999996,785578.331678
TGO,Togo,0.19911504424778761,0.12389380530973451,0.0752212389380531,0.002070828658426582,0.004405113077679449,14080.796194,247594.54451286
THA,Thailand,1.1017699115044248,0.23893805309734512,0.8628318584070797,0.07048496456083922,0.24818092428711896,23861239.26693892,71561.41699361999
TJK,Tajikistan,0.0752212389380531,0.05309734513274336,0.022123893805309734,4.63542364173272e-05,0.004424778761061947,10984.418,40795.434
TKM,Turkmenistan,0.07079646017699115,0.048672566371681415,0.022123893805309734,0.0001474781838289394,0.0,59.39161,79557.224
TUN,Tunisia,0.11504424778761062,0.07079646017699115,0.04424778761061947,7.788637252906881e-05,0.0,6262.074291,49623.560409
TUR,Turkey,0.6017699115044248,0.19911504424778761,0.4026548672566372,0.010639175282956274,0.009380530973451328,227661.93982784002,568645.911207
TZA,Tanzania,0.18584070796460178,0.11946902654867256,0.0663716814159292,0.0010402741489116797,0.009931170108161259,46976.249627000005,185193.653143
UGA,Uganda,0.18584070796460178,0.1415929203539823,0.04424778761061947,0.00790843054409247,0.0056440511307767945,28742.7999235,46782.15522614
UKR,Ukraine,0.49557522123893805,0.16814159292035397,0.3274336283185841,0.01174469849828891,7.866273352999017e-05,10575.74692505,155644.51376565
USA,United States,1.1858407079646018,0.33185840707964603,0.8539823008849557,0.10088293022598144,0.5663126843657817,6749677.1012375,2816908.9529053
UZB,Uzbekistan,0.05752212389380531,0.048672566371681415,0.008849557522123894,8.732675673794926e-05,0.0,4.8500000000000005,27518.19167
VNM,Vietnam,0.7964601769911505,0.09734513274336283,0.6991150442477876,0.01085721105689448,0.010167158308751229,13984760.421086,29283.5124686
YEM,Yemen,0.15486725663716813,0.11061946902654868,0.04424778761061947,0.0031727289371281616,0.0006096361848574238,10625.337,1234446.0703945
ZAF,South Africa,0.5265486725663717,0.23893805309734512,0.28761061946902655,0.0383742780922795,0.1008062930186824,201636.255893962,2470831.18370517
ZMB,Zambia,0.11946902654867256,0.09292035398230089,0.02654867256637168,0.0002730155838109005,0.0,133.38207794,10912.09544189
ZWE,Zimbabwe,0.11504424778761062,0.09734513274336283,0.017699115044247787,0.00016766980648274328,1.9665683382497542e-05,194.781612,46359.728667535
ARG,Argentina,0.3805309734513274,0.05752212389380531,0.3230088495575221,0.0005023124934938491,0.0,896362.41909678,22584.505505999998
BOL,Bolivia,0.12389380530973451,0.07079646017699115,0.05309734513274336,0.00023959606175649712,0.0,5135.834136,49017.440680538
BRA,Brazil,0.6283185840707964,0.11504424778761062,0.5132743362831859,0.012511954856365142,0.06389380530973451,1813724.3555393,1087652.9007395
CHL,Chile,0.16371681415929204,0.10619469026548672,0.05752212389380531,0.0005024655933626227,0.0,2306.7428058696,275799.41901341
CPV,Cabo Verde,0.1504424778761062,0.11504424778761062,0.035398230088495575,0.000541784021957488,0.021710914454277287,7960.998,98088.9709565
CRI,Costa Rica,0.11504424778761062,0.07964601769911504,0.035398230088495575,0.0004171014803391942,0.0,883.4280954999999,44939.829666
CUB,Cuba,0.08849557522123894,0.08407079646017698,0.004424778761061947,0.00039261512474315897,0.0,4.185,964233.7847279999
CZE,Czech Republic,0.3008849557522124,0.16371681415929204,0.13716814159292035,0.004901815383126851,0.005211406096361848,58973.36994917,254704.85442861
EST,Estonia,0.21238938053097345,0.14601769911504425,0.0663716814159292,0.00018376582403404433,0.0,2069.973608,18572.61926926
GNQ,Equatorial Guinea,0.09292035398230089,0.08849557522123894,0.004424778761061947,2.567067356008371e-05,0.0,3.634,25721.614114999997
HND,Honduras,0.11946902654867256,0.08407079646017698,0.035398230088495575,0.00037441839822162284,0.01744346116027532,1706.36151,59399.221892999994
HUN,Hungary,0.24336283185840707,0.12389380530973451,0.11946902654867256,0.0004759806323509603,0.004129793510324484,23111.54619832,153909.8194027
ISR,Israel,0.22566371681415928,0.11946902654867256,0.10619469026548672,0.00477867804971219,0.004405113077679449,1265.21136488,520196.2746084
LTU,Lithuania,0.252212389380531,0.1504424778761062,0.10176991150442477,0.0005787870901178147,0.012487708947885938,15970.57172937,58695.20500903
LVA,Latvia,0.2079646017699115,0.1327433628318584,0.0752212389380531,0.00011598177397469962,0.004405113077679449,4964.3251873,27103.75694708
MEX,Mexico,0.15486725663716813,0.05309734513274336,0.10176991150442477,0.0003372450126235085,0.003775811209439528,9756.36301995,359923.326212
MKD,North Macedonia,0.18584070796460178,0.12831858407079647,0.05752212389380531,0.0005099308829621665,0.004405113077679449,14117.3127117,975.524476604
PER,Peru,0.17699115044247787,0.07964601769911504,0.09734513274336283,0.0005663507105037861,0.008141592920353982,65674.6464275,498408.98669600004
PRY,Paraguay,0.1504424778761062,0.05309734513274336,0.09734513274336283,0.00018959999183852276,0.0,222390.471974,2799.2113976
PSE,State of Palestine,0.1327433628318584,0.1327433628318584,0.0,0.0,0.0,0.0,56815.467452
SLV,El Salvador,0.11061946902654868,0.07079646017699115,0.03982300884955752,0.00044029639235112903,0.0,22847.848012,31574.9727598
SVN,Slovenia,0.23893805309734512,0.1504424778761062,0.08849557522123894,0.0007138181120035518,0.0,10154.920359744001,49102.06010894
URY,Uruguay,0.47345132743362833,0.030973451327433628,0.4424778761061947,0.000879087184609184,0.0,1789505.311944,317.0537208
ASM,American Samoa,0.030973451327433628,0.008849557522123894,0.022123893805309734,9.428315133950903e-05,0.0,99.04624999999999,92.263
ATG,Antigua and Barbuda,0.08407079646017698,0.0663716814159292,0.017699115044247787,0.0006180017620603942,0.008711897738446411,676.4840000000002,2402.2394968000003
FSM,Micronesia,0.04424778761061947,0.04424778761061947,0.0,0.0,0.0,0.0,8260.08090793
IDN,Indonesia,0.34513274336283184,0.07964601769911504,0.2654867256637168,0.0015339418520566963,0.00015732546705998033,7833.8531536,2686220.467997
KHM,Cambodia,0.3805309734513274,0.061946902654867256,0.3185840707964602,0.0018633990227626606,0.0,307530.3055267,8950.42187253
KIR,Kiribati,0.0663716814159292,0.061946902654867256,0.004424778761061947,4.132643609365425e-06,0.0,521.712,43632.68946
MAC,"China, Macao SAR",0.11946902654867256,0.10619469026548672,0.01327433628318584,4.5075750871261074e-05,0.0,501.22687799999994,76234.219332025
PLW,Palau,0.05752212389380531,0.05752212389380531,0.0,0.0,0.0,0.0,7824.12762
PYF,French Polynesia,0.11504424778761062,0.10619469026548672,0.008849557522123894,5.9389182607442666e-05,0.0,0.562,47205.9750543
SLB,Solomon Islands,0.061946902654867256,0.05309734513274336,0.008849557522123894,0.0002730386667330877,1.9665683382497542e-05,568.964504,111490.0326868
SVK,Slovakia,0.23893805309734512,0.1327433628318584,0.10619469026548672,0.00036566993780114186,0.00039331366764995085,29617.76570086,134104.0119112
TON,Tonga,0.035398230088495575,0.035398230088495575,0.0,0.0,0.0,0.0,300.1749277
VUT,Vanuatu,0.09734513274336283,0.09292035398230089,0.004424778761061947,6.041716800686196e-05,0.0,113.492,28429.41078842
BGR,Bulgaria,0.3053097345132743,0.1504424778761062,0.15486725663716813,0.00204842662785134,0.0003736479842674533,55973.15777449,115169.41023233
LUX,Luxembourg,0.15486725663716813,0.11061946902654868,0.04424778761061947,0.00033774082799938954,0.0,1863.5737159,27793.127931699997
MNE,Montenegro,0.12831858407079647,0.10619469026548672,0.022123893805309734,3.805428873857242e-05,0.0,24.87396,7435.24922106
COL,Colombia,0.14601769911504425,0.09292035398230089,0.05309734513274336,0.003516461439302498,0.008810226155358898,1888.0485062,148204.7685718316
FRO,Faeroe Islands,0.08407079646017698,0.08407079646017698,0.0,0.0,0.0,0.0,1629.8215971
GRL,Greenland,0.08407079646017698,0.08407079646017698,0.0,0.0,0.0,0.0,2789.84655594
ISL,Iceland,0.15486725663716813,0.13716814159292035,0.017699115044247787,0.0001495309071460499,0.0,9.8125937,10148.0428706
PRT,Portugal,0.3805309734513274,0.13716814159292035,0.24336283185840707,0.00318524897130257,0.00017699115044247788,31416.33770775,135144.12558300002
SUR,Suriname,0.18584070796460178,0.03982300884955752,0.14601769911504425,0.0003894402094747015,0.007472959685349066,82427.039477,1768.558003
TCD,Chad,0.04424778761061947,0.03982300884955752,0.004424778761061947,0.0,0.0,13.308,3504.176601
BHS,Bahamas,0.0752212389380531,0.05752212389380531,0.017699115044247787,6.406007391190818e-05,0.0,12.607999999999999,37870.98843799999
MHL,Marshall Islands,0.048672566371681415,0.03982300884955752,0.008849557522123894,3.420753143738259e-05,0.0,226.113,2398.58104
BMU,Bermuda,0.035398230088495575,0.02654867256637168,0.008849557522123894,1.018581549555001e-06,0.0,1210.78396,2120.5046957000004
CUW,Curacao,0.0752212389380531,0.05752212389380531,0.017699115044247787,0.0002832382672105366,0.0,900.89,7123.279637
ECU,Ecuador,0.07964601769911504,0.035398230088495575,0.04424778761061947,0.00011823959124451914,5.899705014749262e-05,42739.228696000006,34408.3614
GNB,Guinea-Bissau,0.061946902654867256,0.061946902654867256,0.0,0.0,0.0,0.0,54422.43098
GRD,Grenada,0.0663716814159292,0.05752212389380531,0.008849557522123894,2.4121864409554323e-05,0.0,3.129405,772.77613134
GTM,Guatemala,0.10619469026548672,0.061946902654867256,0.04424778761061947,0.00044490773792509345,0.0,6603.69931587,27904.5687293
JAM,Jamaica,0.11504424778761062,0.08849557522123894,0.02654867256637168,0.0003611604380005495,1.9665683382497542e-05,662.598,85120.18809995
LCA,Saint Lucia,0.05752212389380531,0.05752212389380531,0.0,0.0,0.0,0.0,2907.11803791
NAM,Namibia,0.25663716814159293,0.07079646017699115,0.18584070796460178,0.0037966999904039977,0.0,386.9891027,24163.06043755
NIC,Nicaragua,0.10619469026548672,0.0752212389380531,0.030973451327433628,0.00021715439148485782,0.004405113077679449,9479.65229,38224.9392163
TTO,Trinidad and Tobago,0.17256637168141592,0.08849557522123894,0.08407079646017698,0.0023577124912004966,0.0,469.67882131,42418.9380045
VCT,Saint Vincent and the Grenadines,0.09734513274336283,0.048672566371681415,0.048672566371681415,0.00022015935125405573,0.0037954768928220254,4453.000256,18046.24742232
BTN,Bhutan,0.04424778761061947,0.008849557522123894,0.035398230088495575,6.034464569118614e-06,0.0,967.5173800000001,21810.812
DMA,Dominica,0.048672566371681415,0.048672566371681415,0.0,0.0,0.0,0.0,608.6153519000001
GUY,Guyana,0.1902654867256637,0.04424778761061947,0.14601769911504425,0.004917805361897032,0.012546705998033432,236645.681826,7574.56707736
KNA,Saint Kitts and Nevis,0.030973451327433628,0.030973451327433628,0.0,0.0,0.0,0.0,1984.2714329
MSR,Montserrat,0.017699115044247787,0.01327433628318584,0.004424778761061947,8.544145318973244e-05,0.0,45.32,384.79162
SPM,Saint Pierre and Miquelon,0.008849557522123894,0.008849557522123894,0.0,0.0,0.0,0.0,36.728
CCK,Cocos Islands,0.008849557522123894,0.004424778761061947,0.004424778761061947,0.0,0.0,231.9,823.905
LAO,Lao PDR,0.12389380530973451,0.022123893805309734,0.10176991150442477,1.989204244898808e-06,0.009537856440511307,30941.074729,38655.91971
LSO,Lesotho,0.01327433628318584,0.008849557522123894,0.004424778761061947,0.0,0.0,14.8666418,4241.567929999999
MNG,Mongolia,0.05752212389380531,0.05752212389380531,0.0,0.0,0.0,0.0,40007.857866
NPL,Nepal,0.08407079646017698,0.048672566371681415,0.035398230088495575,3.185799831724529e-05,0.0,1462.0258430000001,170938.8962805202
PNG,Papua New Guinea,0.08407079646017698,0.0663716814159292,0.017699115044247787,0.004429174053882338,0.004385447394296952,1589.13327,460811.558832
PRK,"Korea, Democratic People’s Republic",0.07079646017699115,0.030973451327433628,0.03982300884955752,7.611748824172131e-05,0.0,319.99483,158892.97549699998
TLS,Timor-Leste,0.05309734513274336,0.048672566371681415,0.004424778761061947,0.0,0.0,5.684762,257064.22600999998
WSM,Samoa,0.05309734513274336,0.03982300884955752,0.01327433628318584,0.0003175549158232368,0.0,27.72,17773.909695
CYM,Cayman Islands,0.035398230088495575,0.030973451327433628,0.004424778761061947,1.0628043375140198e-05,0.0,27.138641,2012.089
ATF,French Southern Territories,0.008849557522123894,0.008849557522123894,0.0,0.0,0.0,0.0,150.401696
GIB,Gibraltar,0.030973451327433628,0.02654867256637168,0.004424778761061947,5.959297994696225e-07,0.0,15.056999999999999,838.530172
TCA,Turks and Caicos Islands,0.030973451327433628,0.01327433628318584,0.017699115044247787,1.1385806371057108e-05,0.0,86.36737699999999,3962.36146
COK,Cook Islands,0.022123893805309734,0.022123893805309734,0.0,0.0,0.0,0.0,555.95375
NRU,Nauru,0.01327433628318584,0.01327433628318584,0.0,0.0,0.0,0.0,685.064534
TUV,Tuvalu,0.017699115044247787,0.017699115044247787,0.0,0.0,0.0,0.0,854.5326739999999
WLF,Wallis and Futuna Islands,0.02654867256637168,0.02654867256637168,0.0,0.0,0.0,0.0,471.724047
