ISO3,score_2012,country,score_2022,delta,rank_2012,rank_2022,rank_delta
MHL,3.420753143738259e-05,Marshall Islands,3.2443092858201686e-05,-1.7644385791809058e-06,173.0,166.0,7.0
NIU,3.4239359460598396e-06,Niue,0.0,-3.4239359460598396e-06,190.0,189.0,1.0
KIR,4.132643609365425e-06,Kiribati,0.0,-4.132643609365425e-06,189.0,189.0,0.0
BTN,6.034464569118614e-06,Bhutan,0.0,-6.034464569118614e-06,188.0,189.0,-1.0
SMR,6.227466404457554e-06,San Marino,0.0,-6.227466404457554e-06,187.0,189.0,-2.0
GRD,2.4121864409554323e-05,Grenada,1.7746475122019655e-05,-6.375389287534668e-06,176.0,176.0,0.0
FLK,6.882989183874139e-06,Falkland Islands (Malvinas),0.0,-6.882989183874139e-06,186.0,189.0,-3.0
ERI,1.0273585029057782e-05,Eritrea,0.0,-1.0273585029057782e-05,183.0,189.0,-6.0
TCA,1.1385806371057108e-05,Turks and Caicos Islands,0.0,-1.1385806371057108e-05,181.0,189.0,-8.0
GIN,5.80186645580349e-05,Guinea,4.5534214402318065e-05,-1.2484450155716838e-05,166.0,163.0,3.0
BWA,9.582107987801852e-05,Botswana,8.125326145326281e-05,-1.4567818424755712e-05,152.0,148.0,4.0
MYT,2.236036666043511e-05,Mayotte,0.0,-2.236036666043511e-05,177.0,189.0,-12.0
HUN,0.0004759806323509603,Hungary,0.00045296551307063166,-2.3015119280328652e-05,103.0,104.0,-1.0
MAC,4.5075750871261074e-05,"China, Macao SAR",2.119409078802119e-05,-2.3881660083239885e-05,170.0,173.0,-3.0
GEO,0.00023401297332985172,Georgia,0.0001941614282886188,-3.985154504123291e-05,135.0,128.0,7.0
AFG,0.00012318451245934127,Afghanistan,8.270017814678448e-05,-4.048433431255679e-05,148.0,146.0,2.0
BRB,0.0002684415747143548,Barbados,0.00022349120899550312,-4.495036571885167e-05,128.0,126.0,2.0
MMR,0.0003483116043741095,Myanmar,0.0002990660344422596,-4.924556993184988e-05,116.0,119.0,-3.0
AZE,0.0002633937258032067,Azerbaijan,0.00021039479544878923,-5.2998930354417485e-05,129.0,127.0,2.0
CAF,5.80978042769736e-05,Central African Republic,0.0,-5.80978042769736e-05,165.0,189.0,-24.0
AND,0.00012837869896699584,Andorra,6.812303529495302e-05,-6.025566367204282e-05,147.0,152.0,-5.0
PRK,7.611748824172131e-05,"Korea, Democratic People’s Republic",1.3435615388614476e-05,-6.268187285310683e-05,159.0,178.0,-19.0
DJI,8.184840639281658e-05,Djibouti,1.1313859472277744e-05,-7.053454692053883e-05,157.0,180.0,-23.0
MSR,8.544145318973244e-05,Montserrat,0.0,-8.544145318973244e-05,156.0,189.0,-33.0
VCT,0.00022015935125405573,Saint Vincent and the Grenadines,0.00013469293473498115,-8.546641651907457e-05,136.0,136.0,0.0
MNP,9.319365734381674e-05,Northern Mariana Islands,0.0,-9.319365734381674e-05,154.0,189.0,-35.0
ASM,9.428315133950903e-05,American Samoa,0.0,-9.428315133950903e-05,153.0,189.0,-36.0
KHM,0.0018633990227626606,Cambodia,0.0017687346663392437,-9.466435642341699e-05,68.0,73.0,-5.0
ECU,0.00011823959124451914,Ecuador,1.0806941098964757e-05,-0.00010743265014555439,149.0,181.0,-32.0
STP,0.00011519586408516636,Sao Tome and Principe,0.0,-0.00011519586408516636,151.0,189.0,-38.0
PER,0.0005663507105037861,Peru,0.0004443324852150682,-0.00012201822528871791,97.0,105.0,-8.0
ZWE,0.00016766980648274328,Zimbabwe,4.4960900577705444e-05,-0.00012270890590503785,143.0,164.0,-21.0
LBR,0.0002571635238180291,Liberia,0.00012112666830898894,-0.00013603685550904015,130.0,139.0,-9.0
TKM,0.0001474781838289394,Turkmenistan,9.614759853685496e-06,-0.0001378634239752539,145.0,182.0,-37.0
TKL,0.00014154666485049965,Tokelau,0.0,-0.00014154666485049965,146.0,189.0,-43.0
MEX,0.0003372450126235085,Mexico,0.00017388830150366372,-0.00016335671111984476,118.0,132.0,-14.0
SLV,0.00044029639235112903,El Salvador,0.000272834767501932,-0.00016746162484919706,105.0,121.0,-16.0
BOL,0.00023959606175649712,Bolivia,6.652776784261671e-05,-0.0001730682939138804,134.0,155.0,-21.0
NCL,0.00018113349062959187,New Caledonia,0.0,-0.00018113349062959187,141.0,189.0,-48.0
HRV,0.0006238698760778887,Croatia,0.00043281060057281066,-0.00019105927550507805,93.0,107.0,-14.0
ARG,0.0005023124934938491,Argentina,0.000300479382877155,-0.00020183311061669409,102.0,118.0,-16.0
SOM,0.0003000366600286239,Somalia,6.947694559057936e-05,-0.0002305597144380445,122.0,151.0,-29.0
DZA,0.00029531220397401714,Algeria,2.722348668774571e-05,-0.00026808871728627143,123.0,171.0,-48.0
SLB,0.0002730386667330877,Solomon Islands,0.0,-0.0002730386667330877,126.0,189.0,-63.0
MRT,0.00029405468376596445,Mauritania,0.0,-0.00029405468376596445,124.0,189.0,-65.0
WSM,0.0003175549158232368,Samoa,0.0,-0.0003175549158232368,119.0,189.0,-70.0
CUB,0.00039261512474315897,Cuba,6.047222961397762e-05,-0.00033214289512918134,109.0,158.0,-49.0
QAT,0.000783401815814124,Qatar,0.00039677428878371083,-0.0003866275270304132,85.0,108.0,-23.0
BGR,0.00204842662785134,Bulgaria,0.0016381188547183085,-0.0004103077731330313,64.0,75.0,-11.0
AUS,0.01461042408540838,Australia,0.01415570417356174,-0.00045471991184664086,19.0,19.0,0.0
