ISO3,score_2012,country,score_2022,delta,rank_2012,rank_2022,rank_delta
MUS,0.0,Mauritius,0.0,0.0,104.0,102.0,2.0
MYT,0.0,Mayotte,0.0,0.0,104.0,102.0,2.0
NCL,0.0,New Caledonia,0.0,0.0,104.0,102.0,2.0
NFK,0.0,Norfolk Islands,0.0,0.0,104.0,102.0,2.0
NIU,0.0,Niue,0.0,0.0,104.0,102.0,2.0
NPL,0.0,Nepal,0.0,0.0,104.0,102.0,2.0
NRU,0.0,Nauru,0.0,0.0,104.0,102.0,2.0
PCN,0.0,Pitcairn,0.0,0.0,104.0,102.0,2.0
PLW,0.0,Palau,0.0,0.0,104.0,102.0,2.0
PRK,0.0,"Korea, Democratic People’s Republic",0.0,0.0,104.0,102.0,2.0
PSE,0.0,State of Palestine,0.0,0.0,104.0,102.0,2.0
QAT,0.0,Qatar,0.0,0.0,104.0,102.0,2.0
SHN,0.0,Saint Helena,0.0,0.0,104.0,102.0,2.0
SLE,0.0,Sierra Leone,0.0,0.0,104.0,102.0,2.0
SMR,0.0,San Marino,0.0,0.0,104.0,102.0,2.0
SPM,0.0,Saint Pierre and Miquelon,0.0,0.0,104.0,102.0,2.0
SSD,0.0,South Sudan,0.0,0.0,104.0,102.0,2.0
STP,0.0,Sao Tome and Principe,0.0,0.0,104.0,102.0,2.0
SVN,0.0,Slovenia,0.0,0.0,104.0,102.0,2.0
SXM,0.0,Sint Maarten (Dutch part),0.0,0.0,104.0,102.0,2.0
TCA,0.0,Turks and Caicos Islands,0.0,0.0,104.0,102.0,2.0
TCD,0.0,Chad,0.0,0.0,104.0,102.0,2.0
TKL,0.0,Tokelau,0.0,0.0,104.0,102.0,2.0
TKM,0.0,Turkmenistan,0.0,0.0,104.0,102.0,2.0
TLS,0.0,Timor-Leste,0.0,0.0,104.0,102.0,2.0
TON,0.0,Tonga,0.0,0.0,104.0,102.0,2.0
TTO,0.0,Trinidad and Tobago,0.0,0.0,104.0,102.0,2.0
TUN,0.0,Tunisia,0.0,0.0,104.0,102.0,2.0
TUV,0.0,Tuvalu,0.0,0.0,104.0,102.0,2.0
UMI,0.0,United States Minor Outlying Islands,0.0,0.0,104.0,102.0,2.0
URY,0.0,Uruguay,0.0,0.0,104.0,102.0,2.0
